inventory_ID,product_ID,quantity_on_hand,quantity_reserved,quantity_available,reorder_level,reorder_quantity,last_restock_date,inventory_status,lot_number,storage_conditions
3609,3609,0,0,0,92,97,2024-11-17 02:05:23,Out of Stock,LOT-53911,Refrigerated
3610,3610,188,13,175,99,118,2025-10-17 02:05:23,In Stock,LOT-49830,Room temperature
3611,3611,386,199,187,58,134,2024-11-15 02:05:23,In Stock,LOT-74820,Keep away from sunlight
3612,3612,291,19,272,13,81,2025-08-08 02:05:23,In Stock,LOT-73651,Room temperature
3613,3613,460,277,183,32,137,2025-04-24 02:05:23,In Stock,LOT-18939,Room temperature
3614,3614,128,46,82,77,150,2025-03-11 02:05:23,In Stock,LOT-40655,Humidity controlled
3615,3615,201,50,151,27,140,2024-12-23 02:05:23,In Stock,LOT-78201,Room temperature
3616,3616,95,81,14,41,84,2024-11-17 02:05:23,backordered,LOT-90432,Humidity controlled
3617,3617,378,294,84,44,150,2025-07-11 02:05:23,In Stock,LOT-23023,Refrigerated
3618,3618,279,52,227,53,153,2025-08-09 02:05:23,In Stock,LOT-33247,Room temperature
3619,3619,40,20,20,33,186,2025-05-13 02:05:23,backordered,LOT-07392,Keep away from sunlight
3620,3620,91,43,48,59,92,2025-01-11 02:05:23,backordered,LOT-01354,Refrigerated
3621,3621,206,150,56,38,106,2025-05-10 02:05:23,In Stock,LOT-62127,Humidity controlled
3622,3622,311,189,122,23,107,2025-02-16 02:05:23,In Stock,LOT-60250,Cool and dry place
3623,3623,286,200,86,57,143,2025-10-19 02:05:23,In Stock,LOT-82611,Keep away from sunlight
3624,3624,265,134,131,59,193,2025-05-19 02:05:23,In Stock,LOT-23126,Cool and dry place
3625,3625,312,164,148,72,123,2025-06-21 02:05:23,In Stock,LOT-16324,Refrigerated
3626,3626,3,1,2,49,80,2024-11-21 02:05:23,backordered,LOT-88899,Humidity controlled
3627,3627,422,295,127,19,78,2025-02-28 02:05:23,In Stock,LOT-57298,Humidity controlled
3628,3628,247,42,205,16,100,2025-02-07 02:05:23,In Stock,LOT-93762,Room temperature
3629,3629,297,120,177,44,59,2025-09-18 02:05:23,In Stock,LOT-97454,Room temperature
3630,3630,107,50,57,49,72,2025-05-19 02:05:23,In Stock,LOT-93036,Room temperature
3631,3631,232,27,205,51,133,2025-07-21 02:05:23,In Stock,LOT-46871,Cool and dry place
3632,3632,110,93,17,32,143,2024-12-19 02:05:23,backordered,LOT-91203,Refrigerated
3633,3633,418,214,204,70,184,2025-09-13 02:05:23,In Stock,LOT-81876,Refrigerated
3634,3634,408,218,190,67,131,2025-10-09 02:05:23,In Stock,LOT-92082,Cool and dry place
3635,3635,491,317,174,44,88,2024-11-10 02:05:23,In Stock,LOT-83230,Cool and dry place
3636,3636,145,22,123,14,140,2025-08-03 02:05:23,In Stock,LOT-89813,Keep away from sunlight
3637,3637,196,157,39,77,81,2024-11-10 02:05:23,backordered,LOT-88158,Humidity controlled
3638,3638,268,242,26,81,65,2024-12-27 02:05:23,backordered,LOT-81445,Refrigerated
3639,3639,387,244,143,10,119,2025-05-01 02:05:23,In Stock,LOT-82206,Refrigerated
3640,3640,120,108,12,75,184,2025-01-20 02:05:23,backordered,LOT-73231,Room temperature
3641,3641,205,41,164,27,134,2025-01-20 02:05:23,In Stock,LOT-82971,Keep away from sunlight
3642,3642,213,14,199,51,199,2025-02-15 02:05:23,In Stock,LOT-68157,Keep away from sunlight
3643,3643,405,386,19,67,187,2025-03-20 02:05:23,backordered,LOT-24500,Room temperature
3644,3644,152,42,110,27,176,2024-11-05 02:05:23,In Stock,LOT-00001,Room temperature
3645,3645,261,172,89,95,121,2025-01-28 02:05:23,backordered,LOT-52911,Room temperature
3646,3646,375,301,74,64,143,2025-05-23 02:05:23,In Stock,LOT-37178,Humidity controlled
3647,3647,147,45,102,74,82,2025-05-30 02:05:23,In Stock,LOT-50902,Humidity controlled
3648,3648,466,60,406,20,159,2025-05-15 02:05:23,In Stock,LOT-55618,Cool and dry place
3649,3649,69,0,69,15,60,2025-08-14 02:05:23,In Stock,LOT-44421,Room temperature
3650,3650,190,163,27,39,200,2024-12-05 02:05:23,backordered,LOT-82998,Refrigerated
3651,3651,37,15,22,26,79,2025-05-19 02:05:23,backordered,LOT-74781,Room temperature
3652,3652,35,13,22,10,132,2025-05-11 02:05:23,In Stock,LOT-22489,Keep away from sunlight
3653,3653,17,16,1,36,158,2025-01-21 02:05:23,backordered,LOT-05670,Refrigerated
3654,3654,349,51,298,46,127,2025-06-09 02:05:23,In Stock,LOT-86700,Humidity controlled
3655,3655,268,196,72,59,200,2024-12-19 02:05:23,In Stock,LOT-90043,Keep away from sunlight
3656,3656,73,63,10,98,106,2025-03-30 02:05:23,backordered,LOT-65515,Keep away from sunlight
3657,3657,460,326,134,66,124,2024-12-07 02:05:23,In Stock,LOT-84826,Keep away from sunlight
3658,3658,76,0,76,26,143,2025-02-11 02:05:23,In Stock,LOT-69136,Refrigerated
3659,3659,470,188,282,46,103,2025-09-27 02:05:23,In Stock,LOT-24835,Humidity controlled
3660,3660,111,103,8,32,189,2025-09-08 02:05:23,backordered,LOT-50542,Refrigerated
3661,3661,97,8,89,26,101,2024-12-26 02:05:23,In Stock,LOT-96080,Refrigerated
3662,3662,449,430,19,92,51,2024-12-16 02:05:23,backordered,LOT-70633,Room temperature
3663,3663,319,47,272,17,146,2025-10-28 02:05:23,In Stock,LOT-69987,Cool and dry place
3664,3664,266,125,141,63,117,2025-02-24 02:05:23,In Stock,LOT-95098,Refrigerated
3665,3665,104,91,13,80,168,2025-05-09 02:05:23,backordered,LOT-22104,Cool and dry place
3666,3666,272,84,188,70,153,2025-02-09 02:05:23,In Stock,LOT-01648,Cool and dry place
3667,3667,340,233,107,32,96,2025-05-06 02:05:23,In Stock,LOT-18804,Keep away from sunlight
3668,3668,237,82,155,43,142,2025-01-18 02:05:23,In Stock,LOT-42877,Room temperature
3669,3669,247,34,213,58,89,2025-01-13 02:05:23,In Stock,LOT-38363,Cool and dry place
3670,3670,166,36,130,89,73,2025-02-13 02:05:23,In Stock,LOT-81643,Keep away from sunlight
3671,3671,195,168,27,80,111,2025-09-10 02:05:23,backordered,LOT-21269,Keep away from sunlight
3672,3672,27,17,10,33,162,2025-09-01 02:05:23,backordered,LOT-42894,Keep away from sunlight
3673,3673,89,8,81,68,105,2025-07-23 02:05:23,In Stock,LOT-64203,Keep away from sunlight
3674,3674,403,367,36,37,194,2024-12-01 02:05:23,backordered,LOT-62586,Humidity controlled
3675,3675,494,95,399,13,133,2025-07-31 02:05:23,In Stock,LOT-31441,Refrigerated
3676,3676,79,73,6,82,104,2025-04-05 02:05:23,backordered,LOT-70646,Refrigerated
3677,3677,489,51,438,64,133,2024-11-30 02:05:23,In Stock,LOT-25540,Humidity controlled
3678,3678,38,19,19,40,191,2025-01-24 02:05:23,backordered,LOT-26355,Refrigerated
3679,3679,121,114,7,31,133,2024-12-02 02:05:23,backordered,LOT-82430,Room temperature
3680,3680,359,125,234,83,188,2025-07-20 02:05:23,In Stock,LOT-17646,Room temperature
3681,3681,284,157,127,44,156,2025-08-31 02:05:23,In Stock,LOT-44898,Keep away from sunlight
3682,3682,371,330,41,69,176,2025-07-12 02:05:23,backordered,LOT-80315,Refrigerated
3683,3683,413,201,212,47,113,2025-10-22 02:05:23,In Stock,LOT-38882,Humidity controlled
3684,3684,170,66,104,42,197,2025-02-19 02:05:23,In Stock,LOT-45279,Humidity controlled
3685,3685,366,59,307,33,164,2024-12-27 02:05:23,In Stock,LOT-05040,Humidity controlled
3686,3686,224,0,224,33,196,2025-08-04 02:05:23,In Stock,LOT-43333,Keep away from sunlight
3687,3687,35,10,25,17,134,2025-06-28 02:05:23,In Stock,LOT-53849,Humidity controlled
3688,3688,239,194,45,77,177,2025-09-05 02:05:23,backordered,LOT-51632,Refrigerated
3689,3689,251,181,70,51,85,2025-01-09 02:05:23,In Stock,LOT-11197,Humidity controlled
3690,3690,484,468,16,76,112,2025-08-27 02:05:23,backordered,LOT-87180,Refrigerated
3691,3691,14,12,2,96,75,2025-08-25 02:05:23,backordered,LOT-93391,Room temperature
3692,3692,203,186,17,16,190,2025-07-28 02:05:23,In Stock,LOT-37326,Refrigerated
3693,3693,19,1,18,43,191,2025-02-24 02:05:23,backordered,LOT-53060,Humidity controlled
3694,3694,415,351,64,69,182,2025-02-17 02:05:23,backordered,LOT-11987,Humidity controlled
3695,3695,442,291,151,66,139,2024-11-16 02:05:23,In Stock,LOT-56178,Refrigerated
3696,3696,354,190,164,95,181,2025-05-03 02:05:23,In Stock,LOT-68800,Refrigerated
3697,3697,121,81,40,78,150,2025-10-01 02:05:23,backordered,LOT-23009,Cool and dry place
3698,3698,103,2,101,45,127,2025-07-04 02:05:23,In Stock,LOT-15618,Keep away from sunlight
3699,3699,330,41,289,83,196,2025-05-21 02:05:23,In Stock,LOT-29803,Cool and dry place
3700,3700,235,17,218,54,91,2025-07-17 02:05:23,In Stock,LOT-65774,Humidity controlled
3701,3701,460,444,16,21,55,2025-08-17 02:05:23,backordered,LOT-49160,Humidity controlled
3702,3702,85,75,10,54,56,2025-09-15 02:05:23,backordered,LOT-93659,Room temperature
3703,3703,101,61,40,45,180,2025-07-26 02:05:23,backordered,LOT-52014,Cool and dry place
3704,3704,313,100,213,10,197,2025-04-03 02:05:23,In Stock,LOT-91189,Keep away from sunlight
3705,3705,42,13,29,97,177,2025-09-15 02:05:23,backordered,LOT-41843,Humidity controlled
3706,3706,495,58,437,28,151,2025-10-08 02:05:23,In Stock,LOT-36875,Refrigerated
3707,3707,374,77,297,24,103,2025-08-13 02:05:23,In Stock,LOT-09263,Cool and dry place
3708,3708,443,351,92,99,167,2025-04-06 02:05:23,backordered,LOT-22399,Keep away from sunlight
3709,3709,385,338,47,27,63,2025-09-04 02:05:23,In Stock,LOT-82137,Humidity controlled
3710,3710,394,381,13,96,72,2025-09-03 02:05:23,backordered,LOT-45561,Cool and dry place
3711,3711,195,103,92,23,83,2025-08-01 02:05:23,In Stock,LOT-14042,Cool and dry place
3712,3712,61,39,22,14,164,2025-08-24 02:05:23,In Stock,LOT-88605,Room temperature
3713,3713,338,270,68,66,113,2025-07-23 02:05:23,In Stock,LOT-05376,Humidity controlled
3714,3714,382,373,9,37,59,2025-06-04 02:05:23,backordered,LOT-66081,Humidity controlled
3715,3715,98,55,43,58,136,2025-07-18 02:05:23,backordered,LOT-12600,Humidity controlled
3716,3716,6,5,1,32,166,2024-12-03 02:05:23,backordered,LOT-30835,Room temperature
3717,3717,397,266,131,23,88,2025-06-10 02:05:23,In Stock,LOT-66910,Refrigerated
3718,3718,51,5,46,46,55,2025-01-20 02:05:23,In Stock,LOT-62715,Keep away from sunlight
3719,3719,320,268,52,27,136,2025-10-28 02:05:23,In Stock,LOT-31234,Humidity controlled
3720,3720,340,167,173,27,88,2024-12-31 02:05:23,In Stock,LOT-55068,Room temperature
3721,3721,192,32,160,12,99,2024-11-08 02:05:23,In Stock,LOT-82691,Room temperature
3722,3722,495,179,316,58,66,2024-12-01 02:05:23,In Stock,LOT-77682,Cool and dry place
3723,3723,412,109,303,95,195,2024-12-31 02:05:23,In Stock,LOT-93844,Room temperature
3724,3724,65,63,2,12,74,2025-07-07 02:05:23,backordered,LOT-01348,Keep away from sunlight
3725,3725,60,9,51,45,98,2025-03-29 02:05:23,In Stock,LOT-08735,Room temperature
3726,3726,281,167,114,79,143,2025-04-17 02:05:23,In Stock,LOT-43788,Room temperature
3727,3727,390,66,324,37,56,2025-06-22 02:05:23,In Stock,LOT-26033,Cool and dry place
3728,3728,454,380,74,29,56,2025-08-21 02:05:23,In Stock,LOT-59101,Keep away from sunlight
3729,3729,476,27,449,64,81,2025-04-30 02:05:23,In Stock,LOT-57090,Humidity controlled
3730,3730,82,61,21,39,192,2025-02-21 02:05:23,backordered,LOT-85991,Room temperature
3731,3731,30,5,25,86,65,2025-03-20 02:05:23,backordered,LOT-44920,Cool and dry place
3732,3732,220,109,111,85,55,2025-04-04 02:05:23,In Stock,LOT-74926,Refrigerated
3733,3733,66,16,50,46,185,2024-12-04 02:05:23,In Stock,LOT-99969,Cool and dry place
3734,3734,175,81,94,43,90,2024-11-16 02:05:23,In Stock,LOT-96489,Cool and dry place
3735,3735,113,89,24,100,123,2025-10-16 02:05:23,backordered,LOT-97184,Refrigerated
3736,3736,30,3,27,12,142,2025-04-08 02:05:23,In Stock,LOT-28596,Keep away from sunlight
3737,3737,288,231,57,57,158,2025-05-28 02:05:23,In Stock,LOT-93259,Humidity controlled
3738,3738,33,23,10,66,139,2025-04-25 02:05:23,backordered,LOT-14084,Room temperature
3739,3739,217,215,2,32,113,2025-06-26 02:05:23,backordered,LOT-99323,Keep away from sunlight
3740,3740,430,54,376,27,114,2025-03-10 02:05:23,In Stock,LOT-12342,Keep away from sunlight
3741,3741,1,0,1,15,192,2025-10-02 02:05:23,backordered,LOT-66980,Cool and dry place
3742,3742,408,401,7,75,81,2025-10-13 02:05:23,backordered,LOT-69087,Refrigerated
3743,3743,13,12,1,62,191,2025-07-07 02:05:23,backordered,LOT-26176,Cool and dry place
3744,3744,230,102,128,45,73,2025-02-24 02:05:23,In Stock,LOT-07234,Refrigerated
3745,3745,216,132,84,15,189,2025-10-26 02:05:23,In Stock,LOT-83893,Humidity controlled
3746,3746,49,46,3,95,143,2025-03-17 02:05:23,backordered,LOT-59538,Cool and dry place
3747,3747,75,75,0,13,77,2025-05-10 02:05:23,backordered,LOT-28040,Cool and dry place
3748,3748,237,21,216,35,180,2025-10-11 02:05:23,In Stock,LOT-56129,Keep away from sunlight
3749,3749,231,26,205,41,63,2025-03-10 02:05:23,In Stock,LOT-96508,Refrigerated
3750,3750,170,20,150,16,123,2025-05-01 02:05:23,In Stock,LOT-26958,Humidity controlled
3751,3751,488,141,347,72,126,2025-07-22 02:05:23,In Stock,LOT-26418,Keep away from sunlight
3752,3752,89,14,75,100,100,2025-10-20 02:05:23,backordered,LOT-69656,Cool and dry place
3753,3753,289,222,67,33,139,2025-02-02 02:05:23,In Stock,LOT-13087,Humidity controlled
3754,3754,346,181,165,67,159,2024-11-06 02:05:23,In Stock,LOT-61238,Keep away from sunlight
3755,3755,305,129,176,73,57,2025-07-20 02:05:23,In Stock,LOT-59514,Cool and dry place
3756,3756,287,2,285,52,100,2024-11-23 02:05:23,In Stock,LOT-34682,Refrigerated
3757,3757,310,206,104,30,162,2025-06-24 02:05:23,In Stock,LOT-39484,Keep away from sunlight
3758,3758,455,201,254,65,88,2025-09-22 02:05:23,In Stock,LOT-00273,Room temperature
3759,3759,299,32,267,77,111,2025-08-23 02:05:23,In Stock,LOT-00869,Keep away from sunlight
3760,3760,9,0,9,17,118,2025-04-09 02:05:23,backordered,LOT-66101,Keep away from sunlight
3761,3761,217,25,192,49,134,2024-12-16 02:05:23,In Stock,LOT-68311,Humidity controlled
3762,3762,12,12,0,18,79,2025-10-07 02:05:23,backordered,LOT-39500,Keep away from sunlight
3763,3763,301,248,53,95,169,2025-08-30 02:05:23,backordered,LOT-16809,Room temperature
3764,3764,19,0,19,93,117,2025-01-06 02:05:23,backordered,LOT-41491,Refrigerated
3765,3765,278,34,244,82,119,2025-01-12 02:05:23,In Stock,LOT-50762,Cool and dry place
3766,3766,161,63,98,95,66,2025-05-23 02:05:23,In Stock,LOT-83976,Refrigerated
3767,3767,21,8,13,88,178,2025-10-13 02:05:23,backordered,LOT-20534,Humidity controlled
3768,3768,152,127,25,60,185,2025-02-22 02:05:23,backordered,LOT-40777,Refrigerated
3769,3769,331,33,298,35,168,2025-01-03 02:05:23,In Stock,LOT-94620,Keep away from sunlight
3770,3770,350,61,289,63,147,2024-12-28 02:05:23,In Stock,LOT-72662,Humidity controlled
3771,3771,383,149,234,23,155,2025-04-20 02:05:23,In Stock,LOT-92508,Cool and dry place
3772,3772,76,27,49,72,123,2025-10-07 02:05:23,backordered,LOT-17760,Keep away from sunlight
3773,3773,245,146,99,44,113,2025-07-05 02:05:23,In Stock,LOT-29914,Refrigerated
3774,3774,390,165,225,65,96,2025-07-17 02:05:23,In Stock,LOT-06884,Humidity controlled
3775,3775,342,302,40,86,124,2025-01-07 02:05:23,backordered,LOT-13337,Humidity controlled
3776,3776,466,58,408,88,164,2025-10-25 02:05:23,In Stock,LOT-31255,Cool and dry place
3777,3777,364,135,229,31,160,2024-11-28 02:05:23,In Stock,LOT-23561,Refrigerated
3778,3778,13,3,10,69,63,2025-02-11 02:05:23,backordered,LOT-78170,Keep away from sunlight
3779,3779,419,276,143,31,77,2025-09-17 02:05:23,In Stock,LOT-32119,Keep away from sunlight
3780,3780,28,26,2,30,57,2024-12-14 02:05:23,backordered,LOT-20613,Room temperature
3781,3781,48,34,14,20,110,2025-04-26 02:05:23,backordered,LOT-63852,Humidity controlled
3782,3782,292,262,30,86,179,2025-01-06 02:05:23,backordered,LOT-77895,Keep away from sunlight
3783,3783,461,75,386,24,71,2025-03-19 02:05:23,In Stock,LOT-61337,Cool and dry place
3784,3784,374,275,99,74,200,2025-06-06 02:05:23,In Stock,LOT-18444,Humidity controlled
3785,3785,15,2,13,79,152,2025-06-21 02:05:23,backordered,LOT-90295,Room temperature
3786,3786,273,70,203,30,80,2025-03-15 02:05:23,In Stock,LOT-02648,Room temperature
3787,3787,267,262,5,39,196,2025-03-21 02:05:23,backordered,LOT-01644,Humidity controlled
3788,3788,191,112,79,11,188,2025-08-05 02:05:23,In Stock,LOT-03734,Cool and dry place
3789,3789,415,13,402,43,188,2025-10-09 02:05:23,In Stock,LOT-16781,Keep away from sunlight
3790,3790,242,81,161,70,73,2025-08-01 02:05:23,In Stock,LOT-27782,Refrigerated
3791,3791,194,144,50,20,126,2025-01-01 02:05:23,In Stock,LOT-21021,Keep away from sunlight
3792,3792,46,41,5,95,71,2025-08-13 02:05:23,backordered,LOT-79821,Humidity controlled
3793,3793,456,255,201,96,119,2025-08-09 02:05:23,In Stock,LOT-34862,Humidity controlled
3794,3794,343,216,127,81,179,2025-08-16 02:05:23,In Stock,LOT-98579,Keep away from sunlight
3795,3795,371,200,171,84,172,2024-11-26 02:05:23,In Stock,LOT-73638,Cool and dry place
3796,3796,136,11,125,85,140,2025-07-07 02:05:23,In Stock,LOT-31828,Cool and dry place
3797,3797,132,22,110,84,158,2025-09-05 02:05:23,In Stock,LOT-56053,Room temperature
3798,3798,218,11,207,73,191,2024-12-08 02:05:23,In Stock,LOT-97079,Refrigerated
3799,3799,90,62,28,46,191,2025-01-20 02:05:23,backordered,LOT-86617,Refrigerated
3800,3800,170,96,74,55,77,2025-03-11 02:05:23,In Stock,LOT-70673,Humidity controlled
3801,3801,408,337,71,95,151,2025-07-31 02:05:23,backordered,LOT-68205,Room temperature
3802,3802,327,23,304,87,157,2024-11-07 02:05:23,In Stock,LOT-06821,Room temperature
3803,3803,427,312,115,58,148,2025-01-26 02:05:23,In Stock,LOT-22355,Refrigerated
3804,3804,368,135,233,88,159,2025-10-19 02:05:23,In Stock,LOT-21650,Room temperature
3805,3805,231,130,101,49,88,2025-09-29 02:05:23,In Stock,LOT-58714,Keep away from sunlight
3806,3806,5,1,4,81,136,2025-09-10 02:05:23,backordered,LOT-69218,Keep away from sunlight
3807,3807,72,20,52,55,198,2025-06-30 02:05:23,backordered,LOT-21925,Keep away from sunlight
3808,3808,140,138,2,79,82,2025-11-01 02:05:23,backordered,LOT-96790,Humidity controlled
3809,3809,495,293,202,38,118,2025-02-01 02:05:23,In Stock,LOT-89843,Keep away from sunlight
3810,3810,272,256,16,39,60,2025-03-23 02:05:23,backordered,LOT-69984,Refrigerated
3811,3811,132,101,31,71,88,2025-02-05 02:05:23,backordered,LOT-80220,Keep away from sunlight
3812,3812,308,294,14,18,158,2025-10-21 02:05:23,backordered,LOT-50938,Humidity controlled
3813,3813,426,32,394,21,126,2025-09-25 02:05:23,In Stock,LOT-69484,Refrigerated
3814,3814,424,57,367,85,113,2025-05-02 02:05:23,In Stock,LOT-24959,Humidity controlled
3815,3815,327,83,244,36,154,2025-09-07 02:05:23,In Stock,LOT-88114,Refrigerated
3816,3816,109,60,49,62,50,2025-05-11 02:05:23,backordered,LOT-57887,Refrigerated
3817,3817,127,11,116,42,132,2025-01-21 02:05:23,In Stock,LOT-07152,Humidity controlled
3818,3818,48,25,23,52,55,2025-08-09 02:05:23,backordered,LOT-38676,Room temperature
3819,3819,464,142,322,48,176,2025-08-19 02:05:23,In Stock,LOT-73820,Room temperature
3820,3820,63,12,51,64,131,2024-12-04 02:05:23,backordered,LOT-97461,Cool and dry place
3821,3821,446,98,348,99,124,2025-06-14 02:05:23,In Stock,LOT-91779,Cool and dry place
3822,3822,403,290,113,63,152,2025-09-30 02:05:23,In Stock,LOT-87682,Keep away from sunlight
3823,3823,386,379,7,71,66,2025-02-10 02:05:23,backordered,LOT-99687,Refrigerated
3824,3824,358,132,226,86,187,2025-01-12 02:05:23,In Stock,LOT-22589,Humidity controlled
3825,3825,322,21,301,79,188,2025-10-31 02:05:23,In Stock,LOT-37085,Keep away from sunlight
3826,3826,236,213,23,80,87,2025-09-13 02:05:23,backordered,LOT-80623,Room temperature
3827,3827,40,28,12,44,155,2025-02-10 02:05:23,backordered,LOT-50405,Cool and dry place
3828,3828,403,115,288,51,97,2025-04-14 02:05:23,In Stock,LOT-66957,Keep away from sunlight
3829,3829,484,135,349,79,158,2024-12-21 02:05:23,In Stock,LOT-90012,Humidity controlled
3830,3830,316,127,189,99,198,2025-04-13 02:05:23,In Stock,LOT-48255,Humidity controlled
3831,3831,281,225,56,49,179,2025-04-20 02:05:23,In Stock,LOT-44286,Humidity controlled
3832,3832,159,23,136,51,137,2025-01-04 02:05:23,In Stock,LOT-79632,Room temperature
3833,3833,160,12,148,24,81,2024-12-22 02:05:23,In Stock,LOT-59423,Refrigerated
3834,3834,369,306,63,96,96,2025-10-03 02:05:23,backordered,LOT-28946,Keep away from sunlight
3835,3835,184,63,121,99,147,2024-11-11 02:05:23,In Stock,LOT-33891,Cool and dry place
3836,3836,179,29,150,19,171,2025-09-22 02:05:23,In Stock,LOT-56241,Keep away from sunlight
3837,3837,349,31,318,39,187,2025-01-21 02:05:23,In Stock,LOT-52857,Keep away from sunlight
3838,3838,106,53,53,50,113,2025-04-05 02:05:23,In Stock,LOT-25629,Refrigerated
3839,3839,51,32,19,84,116,2025-05-18 02:05:23,backordered,LOT-26933,Room temperature
3840,3840,306,28,278,58,174,2025-10-29 02:05:23,In Stock,LOT-58951,Cool and dry place
3841,3841,12,9,3,93,196,2025-05-31 02:05:23,backordered,LOT-38186,Refrigerated
3842,3842,152,135,17,84,114,2025-08-02 02:05:23,backordered,LOT-55078,Cool and dry place
3843,3843,150,96,54,58,120,2025-01-20 02:05:23,backordered,LOT-46850,Humidity controlled
3844,3844,222,110,112,73,155,2025-10-07 02:05:23,In Stock,LOT-95744,Room temperature
3845,3845,404,223,181,43,91,2025-10-25 02:05:23,In Stock,LOT-30349,Room temperature
3846,3846,161,108,53,56,175,2025-03-20 02:05:23,backordered,LOT-18911,Room temperature
3847,3847,275,14,261,83,165,2025-05-28 02:05:23,In Stock,LOT-79720,Room temperature
3848,3848,493,113,380,34,179,2024-12-25 02:05:23,In Stock,LOT-38593,Cool and dry place
3849,3849,217,33,184,41,144,2025-06-22 02:05:23,In Stock,LOT-40153,Keep away from sunlight
3850,3850,448,195,253,26,97,2025-04-01 02:05:23,In Stock,LOT-64154,Room temperature
3851,3851,358,148,210,16,77,2025-04-12 02:05:23,In Stock,LOT-71553,Room temperature
3852,3852,309,177,132,39,63,2025-10-28 02:05:23,In Stock,LOT-13259,Keep away from sunlight
3853,3853,82,23,59,25,94,2025-08-16 02:05:23,In Stock,LOT-36781,Room temperature
3854,3854,92,57,35,64,172,2024-11-11 02:05:23,backordered,LOT-36750,Keep away from sunlight
3855,3855,159,102,57,27,130,2024-12-23 02:05:23,In Stock,LOT-09421,Cool and dry place
3856,3856,199,7,192,23,70,2025-08-03 02:05:23,In Stock,LOT-41052,Room temperature
3857,3857,363,51,312,21,145,2025-02-17 02:05:23,In Stock,LOT-76981,Room temperature
3858,3858,273,264,9,91,149,2025-10-02 02:05:23,backordered,LOT-98780,Cool and dry place
3859,3859,389,274,115,11,77,2025-03-04 02:05:23,In Stock,LOT-92704,Humidity controlled
3860,3860,264,202,62,71,176,2025-01-19 02:05:23,backordered,LOT-52388,Refrigerated
3861,3861,100,10,90,32,197,2025-01-01 02:05:23,In Stock,LOT-85622,Room temperature
3862,3862,227,201,26,11,119,2025-03-18 02:05:23,In Stock,LOT-58660,Refrigerated
3863,3863,367,209,158,43,92,2024-12-10 02:05:23,In Stock,LOT-59867,Keep away from sunlight
3864,3864,38,9,29,24,92,2025-10-05 02:05:23,In Stock,LOT-87442,Refrigerated
3865,3865,270,128,142,39,172,2025-05-10 02:05:23,In Stock,LOT-27585,Refrigerated
3866,3866,220,88,132,99,200,2025-04-18 02:05:23,In Stock,LOT-48596,Humidity controlled
3867,3867,24,14,10,80,139,2024-12-11 02:05:23,backordered,LOT-55942,Refrigerated
3868,3868,188,67,121,75,94,2025-05-27 02:05:23,In Stock,LOT-82491,Refrigerated
3869,3869,63,29,34,74,133,2025-06-25 02:05:23,backordered,LOT-16502,Room temperature
3870,3870,408,385,23,44,62,2025-10-16 02:05:23,backordered,LOT-00024,Keep away from sunlight
3871,3871,130,78,52,93,144,2025-06-08 02:05:23,backordered,LOT-53931,Keep away from sunlight
3872,3872,173,37,136,35,69,2025-09-05 02:05:23,In Stock,LOT-32155,Refrigerated
3873,3873,483,99,384,29,164,2025-06-08 02:05:23,In Stock,LOT-13055,Humidity controlled
3874,3874,314,251,63,97,71,2025-03-16 02:05:23,backordered,LOT-70836,Keep away from sunlight
3875,3875,461,396,65,60,102,2025-06-30 02:05:23,In Stock,LOT-82144,Room temperature
3876,3876,330,328,2,96,92,2025-02-24 02:05:23,backordered,LOT-48896,Refrigerated
3877,3877,15,6,9,81,187,2025-04-21 02:05:23,backordered,LOT-69972,Refrigerated
3878,3878,419,37,382,70,140,2024-11-01 02:05:23,In Stock,LOT-73677,Cool and dry place
3879,3879,335,277,58,17,67,2024-12-26 02:05:23,In Stock,LOT-46202,Keep away from sunlight
3880,3880,492,126,366,15,115,2025-05-17 02:05:23,In Stock,LOT-58254,Refrigerated
3881,3881,16,12,4,87,108,2025-05-19 02:05:23,backordered,LOT-31832,Humidity controlled
3882,3882,257,74,183,44,108,2025-05-16 02:05:23,In Stock,LOT-81231,Refrigerated
3883,3883,451,156,295,11,59,2024-11-08 02:05:23,In Stock,LOT-23920,Cool and dry place
3884,3884,263,35,228,60,162,2025-03-04 02:05:23,In Stock,LOT-49106,Humidity controlled
3885,3885,146,131,15,18,158,2025-05-09 02:05:23,backordered,LOT-01836,Refrigerated
3886,3886,142,65,77,42,142,2025-06-21 02:05:23,In Stock,LOT-47238,Room temperature
3887,3887,218,13,205,78,103,2025-02-01 02:05:23,In Stock,LOT-75082,Room temperature
3888,3888,352,33,319,70,105,2025-03-16 02:05:23,In Stock,LOT-76817,Humidity controlled
3889,3889,54,0,54,92,132,2025-07-01 02:05:23,backordered,LOT-22577,Humidity controlled
3890,3890,63,18,45,78,166,2025-02-17 02:05:23,backordered,LOT-54584,Humidity controlled
3891,3891,338,130,208,78,148,2024-12-18 02:05:23,In Stock,LOT-72629,Humidity controlled
3892,3892,296,217,79,85,185,2025-02-11 02:05:23,backordered,LOT-05291,Refrigerated
3893,3893,453,391,62,98,65,2025-05-29 02:05:23,backordered,LOT-87683,Room temperature
3894,3894,246,148,98,99,84,2025-03-01 02:05:23,backordered,LOT-16082,Cool and dry place
3895,3895,140,115,25,97,85,2025-06-25 02:05:23,backordered,LOT-71721,Keep away from sunlight
